url,title,text,publish_date,authors
https://www.bbc.com/news/articles/cx2x02l95zno,Pope to meet Ukraine's Zelensky after inauguration Mass,"Pope to meet Zelensky after inauguration Mass

Watch: Thousands attend Leo XIV's inauguration Mass

Zelensky, US Vice President JD Vance and the US Secretary of State Marco Rubio were among dignitaries in attendance.

The Pope spoke to a crowd of thousands in St Peter's Square to warn against marginalisation of the poor and autocracy.

The new Catholic leader highlighted his concerns about the war in Ukraine in his prayer at the end of the service, saying ""the martyred Ukraine is waiting for negotiations for a just and lasting peace to finally happen"".

Pope Leo XIV is to meet the Ukrainian President Volodymyr Zelensky, the Vatican has said after his inauguration Mass.

Thousands of pilgrims stood in reverence as the pope received the symbols of office, blessed the people and issued a strong call for unity.

He also said he would seek to govern ""without ever yielding to the temptation to be an autocrat"".

He used his Mass to criticise ""hatred, violence, prejudice, the fear of difference, and an economic paradigm that exploits the Earth's resources and marginalises the poorest"".

The pontiff was seen shaking hands with Zelensky, as well as other dignitaries.

Before the Mass, there were cheers from the crowd when the pontiff appeared in his popemobile as it drove around St Peter's Square and down Via della Conciliazione to the river Tiber and back.

There was a strong sense of excitement in the square. Michelle, from Germany, told the BBC she ""came on purpose to see the Pope"".

""I arrived yesterday in the morning and I'm leaving in a few hours, so I don't have much time. It's very crazy because there's so many people. I wanted to see the Pope.""

Many of the tens of thousands attending were Catholics, but tourists also came to be part of the historic occasion.

Joe from Missouri in the United States said: ""We're on vacation, but it's great timing. We're here to see the Pope's inaugural mass. It's very special. I'm glad we came early.""

He said he was ""extra proud"" to see the first Pope from the United States. ""That was a surprise. He's gonna be a wonderful Pope. I am not Catholic, but I grew up Catholic, but this is just inspiring no matter what denomination of Christian you are.""

Also in the crowds was Pia, from Chile, a professor of philosophy at a the Pontifical University of the Holy Cross in Rome. She told the BBC she felt there was ""a new hope in the church"".

Pia said that among the Pope's first words when he was elected was ""Let the peace be with you"", the words of Jesus. And then he said ""don't be afraid"".

""He knows what the world and the church needs. A church that is preaching hope, preaching peace. I think many people are waiting for that,"" she said.

The Pope's official inauguration followed the Mass, with a pallium garment - a white woolen band - placed on the pope's shoulders, and fixed in place with three pins to represent the nails on the cross.

Cardinal Luis Antonio Tagle of the Philippines then placed on the pope's finger the Ring of the Fisherman, a symbol of the papacy which bears an image of St Peter.

Pope Leo then took the book of the gospels to bless the people.",,
https://www.bbc.com/news/articles/cg5vyv6dnmgo,inside the therapy room,"Inside the therapy room: BBC watches as three lives change

14 hours ago Share Save Nick Triggle • @nicktriggle Health correspondent Share Save

BBC / Twenty Twenty Productions Ltd Nicole went to therapy because she has a fear of driving

Nicole enters the therapist's room and clutches what she calls her hugging pillow. She admits to being nervous about sitting down with a stranger to discuss her mental health. She is 31, lives in London and works as chiropractic assistant. She suffers from anxiety when she drives. ""There are so many things that so quickly go through my head,"" she says. ""How far away is it? What is the route? I somehow forget how to drive."" She suffers from panic attacks and her fear of driving means she is constantly cancelling plans. But, over the course of six sessions with psychotherapist Owen O'Kane, it becomes clear her problems are much deeper than just a fear of driving.

Digging around in the mind

Every week, one in six of the UK population experience mental health problems such as depression and anxiety and every year more than 1.2 million people seek help from the NHS talking therapies service, with many more paying for support privately. This form of therapy is most commonly used for anxiety and depression, but can also help with a range of other problems, including body image dysmorphia, obsessive compulsive disorder and post traumatic stress disorder. It does not work for everyone: research suggests one-third of people do not benefit. The BBC has followed 12 people, featured in the series Change Your Mind, Change Your Life, who each received six support sessions from therapists. The therapists have used a combination of different talking therapy approaches, including cognitive behavioural therapy which focuses on changing the way we think and behave, alongside other techniques to improve relationships and process trauma. What it reveals is striking: How understanding and learning to manage the mind has the power to transform lives.

BBC / Twenty Twenty Productions Ltd Owen O'Kane says being a therapist is a bit like being a detective

""You're not stuck with the brain you've got,"" says Owen O'Kane, who has worked in the field for 25 years. He describes his job as like detective work: ""People come with what seems to be a reasonable story, but the interesting thing is that very often the story and emotions don't match. I guess what we are doing is digging around a little bit.""

'I completely hated myself'

Over their sessions, Owen digs deeper into Nicole's anxiety. At one point she weeps. She admits in the past she has ""completely hated"" herself. She worries about what people think of her and is socially anxious: ""I don't feel good enough to be there. I might say something wrong. I need people to like me."" Owen questions why she feels like this: ""As human beings we like the nice emotions. We like feeling happy, joy, being in love."" but he says some people try to avoid or suppress emotions like fear, dread and sadness, and that can cause anxiety. Instead, he says it is healthier to accept them and accept them as safe. When people get to that point, he says, they start to feel empowered: ""They realise they're not going to be overwhelmed."" Speaking outside the therapy room, Nicole says: ""I'm shocked. He got my number straight away. I would see vulnerability as a negative thing, but it's not."" Asked to describe herself she uses words such as kind, thoughtful, determined and enthusiastic: ""I am not a bad person,"" she tells Owen. She says she has learned a lot: ""Most importantly I found I wasn't being kind to myself. That was really eye-opening."" Owen says this is typical of many people he treats: ""When people get to these crossroads, when they wake up and realise what they are doing, that's a gold dust moment for me.""

'I had stroke in my early 30s'

James likewise learned to think about himself differently thanks to therapy. A 39-year-old father-of-one who works in finance, he struggles with anxiety and, in particular, worries about making mistakes at work. That fear is so debilitating he doesn't make it to work sometimes. He has been supported by Prof Steve Peters, a psychiatrist who explains perfectionism is at the root of his problems: ""If we think it's the end of the world if we make a mistake, it paralyses you."" James was once an athlete, playing semi-professional football and competing in athletics before specialising in the bobsleigh. He was training for trials for the Great Britain team when he had a stroke eight years ago: ""With a flick of a switch, I lost everything,"" he says. ""It made me feel a lesser man."" Now he fears under-performing at work and losing his job.

BBC / Twenty Twenty Productions Ltd James had a stroke in his early 30s

Over the course of the sessions, Prof Peters explains the key is James's belief system. First, he gives some seemingly simple advice: ""Put your feet on the floor, stand up and walk,"" he says. Focusing on the basic task of moving, in James's case moving so he can get to work, enables someone caught up in catastrophic thinking to block out the negative thoughts that stop them doing something. In later sessions, James and Prof Peters explore what could be behind his problems. James tells Prof Peters about his childhood and how his father would criticise him to push him to improve. Prof Peters explains how James believes that to please you cannot make errors and then the devastating stroke he suffered at a young age has triggered an absolute desire for things to never go wrong again. He tells James he needs to make ""peace with himself"" by defining himself not by performance but by values and behaviours. He too asks James to describe himself and James replies he is hard-working, honest, engaging, friendly and as someone who would put others first. Over the course of his sessions, James's way of thinking changes: ""I can look at myself in the mirror and feel my value and my worth,"" he explains.

'My mum died when I was 15'

Anjalee's struggles are somewhat different. They relate to one traumatic event in childhood – her mother died suddenly when she was 15. Now a mother herself, with three children under five, she has struggled emotionally. She has sleepless nights, a tight chest and feels emotionally disconnected. It is worse than any physical pain, says the 34-year-old: ""Becoming a mother has reopening everything I've tried to suppress."" Her first birth was particularly traumatic. She developed sepsis – the condition her mother died from: ""I thought I was not going to survive,"" she says. Her psychotherapist, Julia Samuel, explains to Anjalee she has not been able to process what has happened and, as a result, the trauma has stayed with her. When her mother died, Anjalee was in the middle of exams and had two younger siblings, leaving her without time to grieve.

BBC / Twenty Twenty Productions Ltd Anjalee felt emotionally disconnected before she went to therapy",,
https://www.bbc.com/news/videos/cd0ln1m54vzo,"Saunas, espresso and null points: A look back at Eurovision 2025","Austrian singer JJ won the Eurovision Song Contest in Basel, Switzerland, with Israel taking second place.

In a typically colourful contest, Sweden sung about saunas, while Estonia shared a love of coffee.

The UK's entry from Remember Monday failed to pick up any votes from viewers despite fairing pretty well with the judges.",,
https://www.bbc.com/news/politics,Latest News & Updates,"Is Britain really inching back towards the EU?

The summit between the UK and EU on 19 May will be the first since Brexit - the very idea of it has polarised opinions",,
https://www.bbc.com/news/war-in-ukraine,Latest News & Updates,"Putin not on Kremlin list of officials attending Ukraine peace talks in Turkey

The Russian president had been challenged by Ukraine's Volodymyr Zelensky to meet in person at the talks on Thursday.",,
https://www.bbc.com/news/articles/c30q1rvqn17o,PK Rosy: The forgotten Indian actor who lost her legacy to caste oppression,"India's forgotten actor who lost her legacy to caste oppression

12 hours ago Share Save Bimal Thankachan and Divya Uppal BBC India YouTube team Share Save

Illustration by Puneet Kumar In the absence of a verified photograph of PK Rosy, the BBC commissioned an illustrator to create this image

At a time when women's participation in the film industry was frowned upon, a young woman dared to dream differently. In 1920s pre-independence India, PK Rosy became the first female lead in Malayalam-language cinema, in what is now the southern state of Kerala. She starred in a movie called Vigathakumaran, or The Lost Child, in the 1920s. But instead of being remembered as a pioneer, her story was buried - erased by caste discrimination and social backlash. Rosy belonged to a lower-caste community and faced intense criticism for portraying an upper-caste woman in Vigathakumaran. Almost a hundred years later, there is no surviving evidence of Rosy's role. The film's reel was destroyed and the cast and crew have all died. Only a few pictures of the film from a contested press release dated October 1930 survive, along with an unverified black-and-white photo popularised by local newspapers as Rosy's only portrait. Even a Google Doodle celebrating her 120th birthday used an illustration similar to the woman in the photograph. But Rosy's nephew and others who have researched her life told the BBC that they could not conclusively say that it is her in the picture. PK Rosy was born as Rajamma in the early 1900s in the erstwhile kingdom of Travancore, now Kerala. She belonged to a family of grass cutters from the Pulaya community, part of the Dalits, who are at the bottom of India's harsh caste hierarchy and have been historically oppressed. ""People from the Pulaya community were considered slave labour and auctioned off with land,"" says Malavika Binny, a professor of history at Kannur University. ""They were considered the 'lowliest'. They were flogged, raped, tied to trees and set on fire for any so-called transgressions,"" she adds. Despite the dire social challenges, Rosy chose to dream differently.

Illustration by Puneet Kumar A scene in Vigathakumaran showed the hero picking a flower from the heroine's hair and kissing it

She was supported by her uncle, who was a theatre artist himself, and with his help Rosy entered the field of entertainment. ""There are few available facts about Rosy's life, but it is known that she was popular for her performances in local plays,"" says Vinu Abraham, the author of The Lost Heroine, a novel based on Rosy's life. While her acting skills earned admiration, it was rare for a Dalit woman to take up acting at the time. ""She was likely aware of the fact that this was a new arena and making herself visible was important,"" says Prof Binny. She soon became a well-known figure in local theatre circles and her talent caught the eye of director JC Daniel, who was then searching for a lead actor for his film - a character named Sarojini. Daniel was aware of Rosy's caste identity and chose to cast her in the role. ""She was paid five rupees a day for 10 days of filming,"" said Mr Abraham. ""This was a substantial amount of money in the 1920s."" On the day of the film's premiere, Rosy and her family were barred from attending the screening. They were stopped because they were Dalits, Rosy's nephew Biju Govindan says. And so began a chain of events that pushed Rosy out of the public eye and her home. ""The crowd that came to watch the movie were provoked by two things: Rosy playing an upper-caste woman and the hero picking a flower from her hair and kissing it in one scene,"" said Mr Abraham. ""They started throwing rocks at the screen and chased Daniel away,"" he added. There are differing accounts of the extent of the damage to the theatre but what is clear is the toll the incident took on both Rosy and Daniel.

Poster of the movie Vigathakumaran Buried in debt after the failure of his film Vigathakumaran, JC Daniel never made another movie",,
https://www.bbc.com/news/articles/c7873ynnn57o,"Celtic rainforest in Wales facing extinction crisis, ecologists warns","Celtic rainforest facing species 'extinction crisis'

7 hours ago Share Save Paul Pigott BBC News Share Save

Ben Porter Temperate rainforest, seen here in the Vale of Ffestiniog, Gwynedd, is found in areas subject to the influence of the sea

An ""extinction crisis"" is happening in Britain's temperate rainforests where some of the world's rarest mosses, lichens and liverworts are vanishing, ecologists have warned. Also known as Celtic rainforests, temperate rainforests are found primarily along the UK's western coasts. A survey of Welsh rainforests in 2024 found only 22% were in a good condition due to pollution, fragmentation and invasive species. ""When this tree came down, in a flash we lost a species,"" said ecologist Sabine Nouvet about a 500-year-old oak in Eryri National Park, also known as Snowdonia, which fell during Storm Darragh in December.

The tree was home to one of the UK's best known populations of a rare lichen, the loss of which was ""symbolic of the species crisis, the extinction crisis, that we are facing now"", said Ms Nouvet.

Ms Nouvet, a rainforest advisor with PlantLife, a member of the Alliance for Wales' Rainforests, said the fallen tree's bark was once home to more than 60 types of lichen. The rarest was the minuscule rinodina isidioides - its tiny structures, when seen through a hand lens, resemble its common name, skeletal fingers. It lives only on trees at least 300 years old and in conditions found exclusively in the rain-soaked valleys of western Ireland and Britain.

Skeletal fingers lichen attached to other trees with garden netting could help the species to survive, Ms Nouvet says

Temperate rainforests occur on less than 1% of the planet's surface and Wales has internationally important examples of the habitat. The special habitat's twisted branches, dappled light and moss-covered understorey once covered much of the country, but is now only found in isolated areas including the Woodland Trust's Coed Felenrhyd near Blaenau Ffestiniog, Gwynedd.

Keith O Brien An ancient bridge over the Afon Prysor in Coed Felenrhyd, near Blaenau Ffestiniog, Gwynedd

December's storm ""hammered the forests around here"", said Ms Nouvet. She said at least six ancient trees, described as ""grandmothers"" of the forest, were lost in Coed Felenrhyd. The presence of skeletal finger on one of those trees indicated ""that this valley has got clean air, it has ancient forest, that this tree was, for some reason, really old and then we lost it"", she added.

Isobelle Hotchkiss Coedwig Dyfi Site of Special Scientific Interest, near Machynlleth in Powys

There is hope the skeletal finger species can hang on in the valley after clippings were relocated to five other old trees nearby. Ms Nouvet said the aim was for the clippings to seed the bark below, but the process could take up to a decade. There is about 33,024 hectares, or 46,000 football pitches, of rainforest left in Wales. Storms are just one of the threats to ancient woodlands such as Coed Felenrhyd which, according to the State of Wales Rainforest report, cover just 4.3% of country's rainforest landscape.

Waterfalls like this one in Afon Prysor gorge, in Eryri National Park, create the humidity that temperate rainforest species need to thrive

Much of this rainforest lacks connectivity to similar habitats because it is surrounded by farms or woodlands planted with non-native species. Some are grazed inappropriately, the survey said, and many are affected by rhododendrons that smother the forest floor in a dense shade that native species cannot tolerate. Farmer and retired forester Aled Thomas said the Celtic rainforest had been ""grazed since the beginning of time"", leading to the formation of these woodlands. But conservation efforts in the past saw many ancient woodlands fenced off. ""They have grown wild with invasive species coming in so none of the natural flowers associated with this type of woodland have been present,"" Mr Thomas explained.

Farmer Aled Thomas says grazing small Dexter cows in parts of the rainforest is helping to restore native species

Mr Thomas grazes small Dexter cattle in Coed y Gribin, a pocket of rainforest managed by the RSPB near Dolgellau. ""They will provide a habitat for a much more diverse species range by their hooves marking the ground, driving in acorns, rolling on the ground and they'll graze anything and everything,"" he said. ""They eat brambles like they are having supper."" Each animal is fitted with a GPS tracker and an alarm that trains them to keep to areas that need grazing and away from sensitive parts of the forest. ""The landscape has changed dramatically because the cows have been here for about three seasons and you notice there's very little bracken and there are bluebells coming up."" Mr Thomas said farms with more woodlands were the key to linking up isolated parts of the rainforest. ""You just don't need a field for growing cows, you can grow food by grazing in woodland and the benefits from that are huge to the forest and the farm.""

'People don't realise it's here'",,
https://www.bbc.com/news/articles/cvgv445jqr1o,Alpaiwala Museum: Shining the spotlight on India's dwindling Parsi community,"Of opium, fire temples, and sarees: A peek into the world of India's dwindling Parsis

2 days ago Share Save Cherylann Mollan BBC News, Mumbai Share Save

BBC The museum contains artefacts and furniture from prominent Parsi families

Tucked away in a lane in the southern end of India's financial capital, Mumbai, is a museum dedicated to the followers of one of the world's oldest religions, Zoroastrianism. The Framji Dadabhoy Alpaiwalla Museum documents the history and legacy of the ancient Parsi community - a small ethnic group that's fast dwindling and resides largely in India. Now estimated at just 50,000 to 60,000, the Parsis are believed to be descendants of Persians who fled religious persecution by Islamic rulers centuries ago. Despite their significant contributions to India's economic and cultural fabric, much about the Parsi community remains little known to the mainstream population and the wider world. ""The newly-renovated museum hopes to shake off some of this obscurity by inviting people to explore the history, culture and traditions of the Parsi community through the rare historical artefacts on display,"" says Kerman Fatakia, curator of the museum.

An exhibit showcasing Parsi garments with designs inspired by Chinese and European prints

A mannequin draped in the Parsi Ghara saree and jewellery inspired by Victorian fashion

Some of these include cuneiform bricks, terracotta pots, coins and other objects sourced from places like Babylon, Mesopotamia, Susa and Iran and are dated to 4000-5000 BCE. These are places where Zoroastrian Iranian kings once ruled, like the Achaemenian, Parthian and Sasanian dynasties. There are also artefacts from Yazd, a city in central Iran which was once a barren desert and the place where many Zoroastrians settled after fleeing other regions of Iran after the Arab invasion in 7th Century BCE. One of the notable artefacts on display is a replica of a clay cylinder of Cyrus the Great, a Persian king who was the founder of the Achaemenid empire. Fatakia says the clay cylinder - also known as the ""Edict of Cyrus"" or the ""Cyrus Cylinder"" - is one of the most important discoveries of the ancient world. Inscribed in cuneiform script, it outlines the rights granted by Cyrus to his subjects in Babylon. Widely seen as the first human rights charter, a replica is also displayed at the United Nations. Then there are maps that trace the migration routes of thousands of Iranian Zoroastrians who fled their home country fearing persecution and travelled to India in the 8th to10th centuries, and again in the 19th century. The collection also features furniture, manuscripts, paintings, and portraits of prominent Parsis - among them Jamsetji Nusserwanji Tata, founder of the iconic Tata Group, which owns brands like Jaguar Land Rover and Tetley tea. Another striking section showcases artefacts collected by Parsis who grew wealthy in the early 19th century trading tea, silk, cotton - and notably, opium - with China. The exhibits include traditional Parsi sarees influenced by designs from China, France, and other regions shaped by these global trade ties.

The museum has a replica of a fire temple, which non-Parsis are not allowed to enter

An installation depicts the living conditions of Iranian Zoroastrians in Yazd

Two of the museum's most compelling exhibits are replicas of a Tower of Silence and a Parsi fire temple. The Tower of Silence, or dakhma, is where Parsis leave their dead to be returned to nature - neither buried nor cremated. ""The replica shows exactly what happens to the body once it's placed there,"" says Fatakia, noting that entry to actual towers is restricted to a select few. The life-size replica of the fire temple is equally fascinating, offering a rare glimpse into a sacred space typically off-limits to non-Parsis. Modelled on a prominent Mumbai temple, it features sacred motifs inspired by ancient Persian architecture in Iran.

The museum has cuneiform tablets and artefacts dating back centuries

A replica of the Cyrus Cylinder in the museum",,
https://www.bbc.com/news/northern_ireland/northern_ireland_politics,Northern Ireland Politics,"TUV MLA's questioning of witness ruled not a breach of code

A complaint had been lodged by Age NI after some of its staff appeared before the committee last October.",,
https://www.bbc.com/news/bbcverify,Latest News & Updates,"Housing tracker: Find out about new homes in your area

How many new homes have been added in your area and what is the government's target?",,
